Sum of Value,Column Labels,,,,,ID,Longitude,Latitude,# Unique Weather Stations,Longitude Instance,Latitude Instance,,,,,,,,
ASN00040212,280,0,0,280,,,,,,-27.4304,153.0672,,,,,,,,
ASN00040224,260,0,0,260,,,,,,-27.4193,153.0024,,,,,,,,
ASN00040247,222,0,0,222,,,,,,-26.8422,152.5803,,,,,,,,
ASN00040269,1754,0,0,1754,,,,,,-27.6374,153.3735,,,,,,,,
ASN00040284,836,258,205,1299,,,,,,-26.9586,152.9619,,,,,,,,
ASN00040334,60,0,0,60,,,,,,-25.5097,152.0456,,,,,,,,
ASN00040335,2320,0,0,2320,,,,,,-27.9694,153.2133,,,,,,,,
ASN00040341,2394,0,0,2394,,,,,,-27.8794,153.2139,,,,,,,,
ASN00040343,0,0,0,0,,,,,,-27.0397,152.8678,,,,,,,,
ASN00040345,2330,0,0,2330,,,,,,-27.8064,153.2072,,,,,,,,
ASN00040376,1460,0,0,1460,,,,,,-28.0867,153.1594,,,,,,,,
ASN00040390,10,0,0,10,,,,,,-25.65,152.6647,,,,,,,,
ASN00040400,56,0,0,56,,,,,,-27.9064,152.4739,,,,,,,,
ASN00040405,142,278,214,634,,,,,,-25.322,152.8817,,,,,,,,
ASN00040416,1420,0,0,1420,,,,,,-28.0017,153.3083,,,,,,,,
ASN00040455,0,0,0,0,,,,,,-25.85,151.3667,,,,,,,,
ASN00040458,826,0,0,826,,,,,,-27.5314,153.1825,,,,,,,,
ASN00040478,1496,0,0,1496,,,,,,-25.5047,153.1289,,,,,,,,
ASN00040490,64,0,0,64,,,,,,-28.2086,152.5389,,,,,,,,
ASN00040500,6,0,0,6,,,,,,-26.6403,151.9431,,,,,,,,
ASN00040503,250,0,0,250,,,,,,-27.6075,152.58,,,,,,,,
ASN00040607,1630,0,0,1630,,,,,,-28.2031,153.2719,,,,,,,,
ASN00040659,946,0,0,946,,,,,,-27.6956,152.9408,,,,,,,,
ASN00040677,168,0,0,168,,,,,,-28.1752,152.6557,,,,,,,,
ASN00040688,80,0,0,80,,,,,,-25.9575,152.4919,,,,,,,,
ASN00040708,50,0,0,50,,,,,,-26.0336,151.0603,,,,,,,,
ASN00040714,680,0,0,680,,,,,,-28.0708,152.9272,,,,,,,,
ASN00040717,308,276,218,802,,,,,,-28.1681,153.5053,,,,,,,,
ASN00040738,1460,0,0,1460,,,,,,-27.9114,153.1056,,,,,,,,
ASN00040754,430,0,0,430,,,,,,-28.2153,152.8681,,,,,,,,
ASN00040761,2400,0,0,2400,,,,,,-27.7828,153.1889,,,,,,,,
ASN00040762,810,0,0,810,,,,,,-27.8336,152.9878,,,,,,,,
ASN00040763,50,0,0,50,,,,,,-27.395,152.6097,,,,,,,,
ASN00040764,318,279,214,811,,,,,,-27.939,153.4283,,,,,,,,
ASN00040777,128,0,0,128,,,,,,-26.4572,152.6803,,,,,,,,
ASN00040778,120,0,0,120,,,,,,-26.3583,152.6283,,,,,,,,
ASN00040782,250,0,0,250,,,,,,-26.3297,152.8136,,,,,,,,
ASN00040784,950,0,0,950,,,,,,-27.615,153.0444,,,,,,,,
ASN00040785,640,0,0,640,,,,,,-27.6017,152.9511,,,,,,,,
ASN00040786,760,0,0,760,,,,,,-27.7456,152.9081,,,,,,,,
ASN00040788,1190,0,0,1190,,,,,,-27.6583,153,,,,,,,,
ASN00040790,500,0,0,500,,,,,,-27.5467,153.0717,,,,,,,,
ASN00040793,578,0,0,578,,,,,,-27.7633,152.8367,,,,,,,,
ASN00040794,960,0,0,960,,,,,,-27.6956,152.9333,,,,,,,,
ASN00040801,126,0,0,126,,,,,,-26.3878,152.6842,,,,,,,,
ASN00040811,40,0,0,40,,,,,,-26.0833,152.2167,,,,,,,,
ASN00040814,230,0,0,230,,,,,,-26.5256,152.7428,,,,,,,,
ASN00040816,360,0,0,360,,,,,,-27.6658,152.6989,,,,,,,,
ASN00040823,80,0,0,80,,,,,,-27.1381,152.3294,,,,,,,,
ASN00040824,70,0,0,70,,,,,,-26.1711,152.5994,,,,,,,,
ASN00040825,90,0,0,90,,,,,,-25.9,152.3497,,,,,,,,
ASN00040827,0,0,0,0,,,,,,-25.7167,151.8,,,,,,,,
ASN00040829,80,0,0,80,,,,,,-27.5439,152.1133,,,,,,,,
ASN00040830,530,0,0,530,,,,,,-26.6278,152.7042,,,,,,,,
ASN00040832,250,0,0,250,,,,,,-28.2033,152.77,,,,,,,,
ASN00040833,170,0,0,170,,,,,,-25.7683,152.525,,,,,,,,
ASN00040836,410,0,0,410,,,,,,-27.6272,152.7461,,,,,,,,
ASN00040841,90,0,0,90,,,,,,-28.1481,152.57,,,,,,,,
ASN00040842,494,272,205,971,,,,,,-27.3917,153.1292,,,,,,,,
ASN00040844,1640,0,0,1640,,,,,,-28.135,153.1883,,,,,,,,
ASN00040845,1450,0,0,1450,,,,,,-28.2006,153.1872,,,,,,,,
ASN00040846,1470,0,0,1470,,,,,,-28.0017,153.3083,,,,,,,,
ASN00040847,0,0,0,0,,,,,,-28.0522,153.2817,,,,,,,,
ASN00040848,1220,0,0,1220,,,,,,-28.2083,153.27,,,,,,,,
ASN00040856,1408,267,211,1886,,,,,,-25.9007,153.0891,,,,,,,,
ASN00040861,1190,261,208,1659,,,,,,-26.6006,153.0903,,,,,,,,
ASN00040865,260,0,0,260,,,,,,-28.0936,152.7158,,,,,,,,
ASN00040867,108,0,0,108,,,,,,-27.9406,152.6236,,,,,,,,
ASN00040868,12,0,0,12,,,,,,-25.7417,152.2353,,,,,,,,
ASN00040876,30,0,0,30,,,,,,-28.2372,152.4867,,,,,,,,
ASN00040878,1670,0,0,1670,,,,,,-27.6947,153.1364,,,,,,,,
ASN00040881,390,0,0,390,,,,,,-27.9561,153.4233,,,,,,,,
ASN00040882,1280,0,0,1280,,,,,,-28.1653,153.2161,,,,,,,,
ASN00040889,66,0,0,66,,,,,,-26.4472,152.4869,,,,,,,,
ASN00040891,22,0,0,22,,,,,,-25.6022,152.2603,,,,,,,,
ASN00040892,136,0,0,136,,,,,,-25.9586,152.5753,,,,,,,,
ASN00040893,440,0,0,440,,,,,,-26.0642,152.7728,,,,,,,,
ASN00040896,470,0,0,470,,,,,,-25.6517,152.6633,,,,,,,,
ASN00040902,120,0,0,120,,,,,,-25.4969,152.3836,,,,,,,,
ASN00040903,60,0,0,60,,,,,,-25.2386,152.5319,,,,,,,,
ASN00040904,60,0,0,60,,,,,,-25.2756,152.5089,,,,,,,,
ASN00040905,130,0,0,130,,,,,,-25.2928,152.4097,,,,,,,,
ASN00040906,70,0,0,70,,,,,,-25.4019,152.5317,,,,,,,,
ASN00040907,20,0,0,20,,,,,,-25.3289,152.5619,,,,,,,,
ASN00040908,624,263,207,1094,,,,,,-26.3911,153.0403,,,,,,,,
ASN00040912,2,0,0,2,,,,,,-27.7597,152.47,,,,,,,,
ASN00040913,334,276,204,814,,,,,,-27.4808,153.0389,,,,,,,,
ASN00040914,184,0,0,184,,,,,,-27.4942,152.4972,,,,,,,,
ASN00040922,4,251,189,444,,,,,,-26.5737,151.8398,,,,,,,,
ASN00040924,580,0,0,580,,,,,,-26.9028,152.7664,,,,,,,,
ASN00040928,340,0,0,340,,,,,,-27.5639,152.8208,,,,,,,,
ASN00040931,2020,0,0,2020,,,,,,-28.2314,153.1356,,,,,,,,
ASN00040932,1070,0,0,1070,,,,,,-28.2608,153.0917,,,,,,,,
ASN00040933,780,0,0,780,,,,,,-28.27,153.0264,,,,,,,,
ASN00040934,590,0,0,590,,,,,,-27.8464,152.9061,,,,,,,,
ASN00040935,1010,0,0,1010,,,,,,-27.7864,153.0161,,,,,,,,
ASN00040936,880,0,0,880,,,,,,-28.0614,153.0408,,,,,,,,
ASN00040937,2050,0,0,2050,,,,,,-27.9978,153.1575,,,,,,,,
ASN00040938,1530,0,0,1530,,,,,,-27.9108,153.1047,,,,,,,,
ASN00040939,790,0,0,790,,,,,,-27.9681,152.9861,,,,,,,,
ASN00040940,924,0,0,924,,,,,,-27.8336,152.9878,,,,,,,,
ASN00040941,590,0,0,590,,,,,,-28.0708,152.8558,,,,,,,,
ASN00040942,170,0,0,170,,,,,,-28.3222,152.7697,,,,,,,,
ASN00040943,470,0,0,470,,,,,,-28.2453,152.8908,,,,,,,,
ASN00040944,570,0,0,570,,,,,,-28.1692,152.9833,,,,,,,,
ASN00040945,1010,0,0,1010,,,,,,-28.0708,152.9272,,,,,,,,
ASN00040946,450,0,0,450,,,,,,-28.2153,152.8681,,,,,,,,
ASN00040947,90,0,0,90,,,,,,-28.1481,152.57,,,,,,,,
ASN00040948,220,0,0,220,,,,,,-28.1461,152.7358,,,,,,,,
ASN00040949,190,0,0,190,,,,,,-28.0033,152.6875,,,,,,,,
ASN00040958,510,275,211,996,,,,,,-27.2169,153.0922,,,,,,,,
ASN00040964,1270,0,0,1270,,,,,,-27.6696,153.0442,,,,,,,,
ASN00040965,766,0,0,766,,,,,,-27.2442,153.0867,,,,,,,,
ASN00040969,824,0,0,824,,,,,,-27.0717,153.1058,,,,,,,,
ASN00040976,210,0,0,210,,,,,,-27.4753,152.9753,,,,,,,,
ASN00040978,940,0,0,940,,,,,,-27.0797,153.1803,,,,,,,,
ASN00040979,920,0,0,920,,,,,,-27.1247,152.9356,,,,,,,,
ASN00040980,1060,0,0,1060,,,,,,-27.1822,153.0186,,,,,,,,
ASN00040981,1110,0,0,1110,,,,,,-28.0792,153.4319,,,,,,,,
ASN00041005,0,0,0,0,,,,,,-26.9322,151.4503,,,,,,,,
ASN00041085,60,0,0,60,,,,,,-28.3253,152.3942,,,,,,,,
ASN00041090,0,0,0,0,,,,,,-26.5392,151.1347,,,,,,,,
ASN00041095,12,238,160,410,,,,,,-28.6617,151.9339,,,,,,,,
ASN00041096,336,0,0,336,,,,,,-27.5094,151.9547,,,,,,,,
ASN00041100,0,330,191,521,,,,,,-28.8544,151.1681,,,,,,,,
ASN00041112,0,0,0,0,,,,,,-28.4033,150.0517,,,,,,,,
ASN00041152,0,0,0,0,,,,,,-27.9753,150.9225,,,,,,,,
ASN00041162,0,0,0,0,,,,,,-28.2694,150.8106,,,,,,,,
ASN00041169,2,0,0,2,,,,,,-28.3911,150.4825,,,,,,,,
ASN00041175,28,238,159,425,,,,,,-28.6217,151.9533,,,,,,,,
ASN00041230,0,0,0,0,,,,,,-28.7208,151.1825,,,,,,,,
ASN00041348,0,0,0,0,,,,,,-28.1667,150.6444,,,,,,,,
ASN00041359,8,260,190,458,,,,,,-27.4034,151.7413,,,,,,,,
ASN00041365,0,0,0,0,,,,,,-28.6514,151.6336,,,,,,,,
ASN00041415,0,0,0,0,,,,,,-28.2367,151.5347,,,,,,,,
ASN00041457,0,0,0,0,,,,,,-28.4225,151.2131,,,,,,,,
ASN00041489,2,0,0,2,,,,,,-28.3011,150.2936,,,,,,,,
ASN00041490,0,0,0,0,,,,,,-26.9,150.7833,,,,,,,,
ASN00041491,0,0,0,0,,,,,,-28.4333,151.4667,,,,,,,,
ASN00041495,0,0,0,0,,,,,,-28.4828,151.2831,,,,,,,,
ASN00041503,0,0,0,0,,,,,,-28.2167,152.05,,,,,,,,
ASN00041506,0,0,0,0,,,,,,-28.6561,150.6653,,,,,,,,
ASN00041507,0,0,0,0,,,,,,-28.6656,150.445,,,,,,,,
ASN00041508,0,0,0,0,,,,,,-27.7267,150.6453,,,,,,,,
ASN00041514,0,0,0,0,,,,,,-28.0333,151.5833,,,,,,,,
ASN00041519,0,0,0,0,,,,,,-28.5767,150.845,,,,,,,,
ASN00041522,2,284,191,477,,,,,,-27.1605,151.2634,,,,,,,,
ASN00041525,6,265,190,461,,,,,,-28.2061,152.1003,,,,,,,,
ASN00041529,104,229,171,504,,,,,,-27.5425,151.9134,,,,,,,,
ASN00041530,0,0,0,0,,,,,,-28.2006,152.2156,,,,,,,,
ASN00041531,0,0,0,0,,,,,,-28.1167,152.0642,,,,,,,,
ASN00041532,0,0,0,0,,,,,,-28.3558,151.9967,,,,,,,,
ASN00041533,10,0,0,10,,,,,,-28.2292,152.2269,,,,,,,,
ASN00041534,0,0,0,0,,,,,,-28.2111,152.0275,,,,,,,,
ASN00041535,20,0,0,20,,,,,,-28.3731,152.14,,,,,,,,
ASN00041536,0,0,0,0,,,,,,-28.2883,152.1053,,,,,,,,
ASN00041537,10,0,0,10,,,,,,-28.3394,152.2944,,,,,,,,
ASN00041540,0,0,0,0,,,,,,-29.1694,151.3414,,,,,,,,
ASN00041545,2,0,0,2,,,,,,-27.6539,150.9136,,,,,,,,
ASN00041546,0,0,0,0,,,,,,-27.9803,150.515,,,,,,,,
ASN00041547,2,0,0,2,,,,,,-28.9236,151.9289,,,,,,,,
ASN00041548,0,0,0,0,,,,,,-28.8675,151.1611,,,,,,,,
ASN00041550,2,0,0,2,,,,,,-27.9856,151.2828,,,,,,,,
ASN00041551,0,0,0,0,,,,,,-26.9669,151.4847,,,,,,,,
ASN00042025,0,0,0,0,,,,,,-26.5519,150.6322,,,,,,,,
ASN00042053,2,0,0,2,,,,,,-27.8967,149.5586,,,,,,,,
ASN00042102,0,0,0,0,,,,,,-27.9364,150.1425,,,,,,,,
ASN00042104,0,0,0,0,,,,,,-28.3839,149.6747,,,,,,,,
ASN00042111,0,0,0,0,,,,,,-27.8344,149.6842,,,,,,,,
ASN00042112,0,301,193,494,,,,,,-26.6569,150.1819,,,,,,,,
ASN00042115,0,0,0,0,,,,,,-28.0697,149.9794,,,,,,,,
ASN00042116,0,0,0,0,,,,,,-28.23,149.5617,,,,,,,,
ASN00043006,2,0,0,2,,,,,,-26.2544,148.9453,,,,,,,,
ASN00043008,0,0,0,0,,,,,,-26.1683,148.6644,,,,,,,,
ASN00043015,0,316,0,316,,,,,,-25.8428,148.5669,,,,,,,,
ASN00043020,0,331,188,519,,,,,,-26.4888,147.9777,,,,,,,,
ASN00043035,26,321,186,533,,,,,,-27.159,149.0703,,,,,,,,
ASN00043051,0,0,0,0,,,,,,-26.2625,149.2389,,,,,,,,
ASN00043054,0,0,0,0,,,,,,-25.8428,148.5669,,,,,,,,
ASN00043091,0,330,172,502,,,,,,-26.5442,148.7778,,,,,,,,
ASN00043100,0,0,0,0,,,,,,-27.7333,148.4667,,,,,,,,
ASN00043101,0,0,0,0,,,,,,-27.3117,148.8267,,,,,,,,
ASN00043102,0,0,0,0,,,,,,-26.49,147.9792,,,,,,,,
ASN00043105,0,0,0,0,,,,,,-26.4083,148.7833,,,,,,,,
ASN00043108,2,0,0,2,,,,,,-25.96,148.3867,,,,,,,,
ASN00043109,0,336,201,537,,,,,,-28.0489,148.5942,,,,,,,,
ASN00044010,0,345,218,563,,,,,,-28.0336,147.4803,,,,,,,,
ASN00044021,0,362,224,586,,,,,,-26.4139,146.2558,,,,,,,,
ASN00044026,0,375,235,610,,,,,,-28.0706,145.6808,,,,,,,,
ASN00044038,0,0,0,0,,,,,,-27.02,147.1536,,,,,,,,
ASN00044211,0,0,0,0,,,,,,-25.3353,147.3,,,,,,,,
ASN00044212,0,0,0,0,,,,,,-26.1236,146.6228,,,,,,,,
ASN00045009,0,422,297,719,,,,,,-27.4008,141.8114,,,,,,,,
ASN00045025,0,399,298,697,,,,,,-27.9867,143.815,,,,,,,,
ASN00045029,0,0,0,0,,,,,,-28.0722,141.5317,,,,,,,,
ASN00046006,0,0,0,0,,,,,,-29.0885,141.2033,,,,,,,,
ASN00046012,0,411,265,676,,,,,,-31.5194,143.385,,,,,,,,
ASN00046052,0,0,0,0,,,,,,-29.4089,143.3808,,,,,,,,
ASN00046115,0,0,0,0,,,,,,-31.3854,144.0422,,,,,,,,
ASN00046126,0,410,272,682,,,,,,-29.4448,142.0567,,,,,,,,
ASN00046128,0,417,260,677,,,,,,-31.0867,141.7017,,,,,,,,
ASN00046129,0,408,264,672,,,,,,-30.8517,143.0742,,,,,,,,
ASN00047016,0,0,0,0,,,,,,-34.0398,141.2652,,,,,,,,
ASN00047019,0,366,227,593,,,,,,-32.3937,142.4173,,,,,,,,
ASN00047029,0,398,232,630,,,,,,-33.3856,142.5696,,,,,,,,
ASN00047040,0,0,0,0,,,,,,-33.9297,142.3572,,,,,,,,
ASN00047048,0,404,215,619,,,,,,-32.0012,141.4694,,,,,,,,
ASN00047056,0,0,0,0,,,,,,-32.419,141.5525,,,,,,,,
ASN00047105,0,0,0,0,,,,,,-33.2135,141.1672,,,,,,,,
ASN00047106,0,0,0,0,,,,,,-32.9703,142.3855,,,,,,,,
ASN00048027,10,377,232,619,,,,,,-31.484,145.8294,,,,,,,,
ASN00048031,0,363,220,583,,,,,,-29.5407,148.5818,,,,,,,,
ASN00048079,0,412,294,706,,,,,,-29.7029,144.1482,,,,,,,,
ASN00048168,16,0,0,16,,,,,,-29.1173,147.8993,,,,,,,,
ASN00048237,56,378,232,666,,,,,,-31.5389,145.7964,,,,,,,,
ASN00048243,0,350,0,350,,,,,,-29.431,147.9722,,,,,,,,
ASN00048245,0,385,268,653,,,,,,-30.0362,145.9521,,,,,,,,
ASN00049000,0,406,258,664,,,,,,-32.8831,144.3088,,,,,,,,
ASN00049002,0,380,236,616,,,,,,-34.6398,143.561,,,,,,,,
ASN00049055,0,0,0,0,,,,,,-34.1953,143.7916,,,,,,,,
ASN00049063,70,0,0,70,,,,,,-33.052,144.1444,,,,,,,,
ASN00049092,0,0,0,0,,,,,,-33.6959,144.2757,,,,,,,,
ASN00049103,0,0,0,0,,,,,,-32.1698,144.2007,,,,,,,,
ASN00050017,46,348,205,599,,,,,,-33.9382,147.1962,,,,,,,,
ASN00050031,0,346,223,569,,,,,,-32.7235,148.1902,,,,,,,,
ASN00050036,398,0,0,398,,,,,,-32.9233,147.7052,,,,,,,,
ASN00050045,65,0,0,65,,,,,,-33.8486,146.8261,,,,,,,,
ASN00050117,0,0,0,0,,,,,,-32.8952,148.2811,,,,,,,,
ASN00050119,0,0,0,0,,,,,,-32.9365,148.2452,,,,,,,,
ASN00050137,292,336,203,831,,,,,,-33.0682,147.2133,,,,,,,,
ASN00051039,0,358,0,358,,,,,,-31.5495,147.1961,,,,,,,,
ASN00051049,0,338,227,565,,,,,,-31.9861,147.9489,,,,,,,,
ASN00051160,0,0,0,0,,,,,,-31.7069,148.6358,,,,,,,,
ASN00051161,0,353,205,558,,,,,,-30.9776,148.3798,,,,,,,,
ASN00052020,0,360,216,576,,,,,,-28.9786,148.9899,,,,,,,,
ASN00052023,2,0,0,2,,,,,,-30.3515,148.8843,,,,,,,,
ASN00052088,0,375,220,595,,,,,,-30.0372,148.1223,,,,,,,,
ASN00053044,0,0,0,0,,,,,,-30.2257,149.4452,,,,,,,,
ASN00053108,70,0,0,70,,,,,,-29.7917,150.1542,,,,,,,,
ASN00053114,2,0,0,2,,,,,,-30.9963,149.5422,,,,,,,,
ASN00053115,0,355,196,551,,,,,,-29.4914,149.8458,,,,,,,,
ASN00054003,0,314,0,314,,,,,,-30.3781,150.6096,,,,,,,,
ASN00054021,0,0,0,0,,,,,,-30.3209,150.2734,,,,,,,,
ASN00054038,0,346,187,533,,,,,,-30.3154,149.8302,,,,,,,,
ASN00054076,0,0,0,0,,,,,,-29.64,151.4297,,,,,,,,
ASN00054104,0,312,195,507,,,,,,-29.3899,151.2448,,,,,,,,
ASN00055024,0,337,188,525,,,,,,-31.0261,150.2687,,,,,,,,
ASN00055046,68,0,0,68,,,,,,-31.5271,150.4296,,,,,,,,
ASN00055049,0,0,0,0,,,,,,-31.5086,150.6792,,,,,,,,
ASN00055136,0,280,140,420,,,,,,-30.9672,151.3451,,,,,,,,
ASN00055164,0,0,0,0,,,,,,-31.1805,151.3031,,,,,,,,
ASN00055202,2,352,186,540,,,,,,-30.9537,150.2494,,,,,,,,
ASN00055245,0,0,0,0,,,,,,-31.5008,151.0271,,,,,,,,
ASN00055257,0,0,0,0,,,,,,-31.2208,150.8213,,,,,,,,
ASN00055262,50,0,0,50,,,,,,-31.3505,151.3177,,,,,,,,
ASN00055309,0,0,0,0,,,,,,-31.1472,151.2306,,,,,,,,
ASN00055313,0,0,0,0,,,,,,-31.2717,150.9167,,,,,,,,
ASN00055321,22,0,0,22,,,,,,-31.0625,151.125,,,,,,,,
ASN00055322,2,0,0,2,,,,,,-31.3908,151.4019,,,,,,,,
ASN00055325,0,340,171,511,,,,,,-31.0742,150.8362,,,,,,,,
ASN00055335,0,0,0,0,,,,,,-31.5347,151.1806,,,,,,,,
ASN00055336,2,0,0,2,,,,,,-31.5986,151.1414,,,,,,,,
ASN00056006,110,0,0,110,,,,,,-30.1711,151.0757,,,,,,,,
ASN00056018,2,292,163,457,,,,,,-29.7752,151.0819,,,,,,,,
ASN00056023,54,0,0,54,,,,,,-28.3933,152.4157,,,,,,,,
ASN00056032,68,232,158,458,,,,,,-29.0479,152.0172,,,,,,,,
ASN00056034,0,0,0,0,,,,,,-30.6437,151.4906,,,,,,,,
ASN00056037,0,252,127,379,,,,,,-30.5264,151.6697,,,,,,,,
ASN00056038,56,0,0,56,,,,,,-28.5529,152.1577,,,,,,,,
ASN00056202,16,0,0,16,,,,,,-28.9776,152.1552,,,,,,,,
ASN00056229,0,216,104,320,,,,,,-30.2126,151.6787,,,,,,,,
ASN00056237,34,0,0,34,,,,,,-29.8025,151.2726,,,,,,,,
ASN00056238,0,244,134,378,,,,,,-30.5273,151.6158,,,,,,,,
ASN00056239,118,0,0,118,,,,,,-28.7014,152.0974,,,,,,,,
ASN00056240,100,0,0,100,,,,,,-30.3358,151.7367,,,,,,,,
ASN00056242,2,303,149,454,,,,,,-29.7796,151.1121,,,,,,,,
ASN00056243,0,240,131,371,,,,,,-29.678,151.694,,,,,,,,
ASN00057003,495,0,0,495,,,,,,-28.737,152.6228,,,,,,,,
ASN00057005,124,0,0,124,,,,,,-28.9279,152.3759,,,,,,,,
ASN00057014,62,0,0,62,,,,,,-29.5577,152.1388,,,,,,,,
ASN00057020,126,0,0,126,,,,,,-28.4735,152.5481,,,,,,,,
ASN00057079,0,0,0,0,,,,,,-30.5178,152.0431,,,,,,,,
ASN00057091,0,0,0,0,,,,,,-30.7167,151.8531,,,,,,,,
ASN00057095,268,238,173,679,,,,,,-28.7551,152.4507,,,,,,,,
ASN00057114,162,0,0,162,,,,,,-29.1967,152.595,,,,,,,,
ASN00058005,1820,0,0,1820,,,,,,-28.3981,153.1731,,,,,,,,
ASN00058007,2,0,0,2,,,,,,-28.6369,153.588,,,,,,,,
ASN00058012,0,268,229,497,,,,,,-29.4333,153.3633,,,,,,,,
ASN00058020,1720,0,0,1720,,,,,,-28.2886,153.3651,,,,,,,,
ASN00058023,66,0,0,66,,,,,,-28.7908,153.3958,,,,,,,,
ASN00058028,40,0,0,40,,,,,,-29.3842,152.7936,,,,,,,,
ASN00058040,92,0,0,92,,,,,,-28.5451,153.4948,,,,,,,,
ASN00058056,264,0,0,264,,,,,,-28.2025,153.5502,,,,,,,,
ASN00058068,14,0,0,14,,,,,,-29.4133,153.0153,,,,,,,,
ASN00058070,100,0,0,100,,,,,,-28.6384,153.4128,,,,,,,,
ASN00058077,0,279,194,473,,,,,,-29.6224,152.9605,,,,,,,,
ASN00058079,0,0,0,0,,,,,,-29.7619,153.1047,,,,,,,,
ASN00058080,20,0,0,20,,,,,,-29.87,153.2653,,,,,,,,
ASN00058097,20,0,0,20,,,,,,-29.1514,153.2792,,,,,,,,
ASN00058099,0,0,0,0,,,,,,-29.2822,152.9888,,,,,,,,
ASN00058113,1130,0,0,1130,,,,,,-28.4738,153.0861,,,,,,,,
ASN00058129,1230,0,0,1230,,,,,,-28.4658,153.2632,,,,,,,,
ASN00058137,138,0,0,138,,,,,,-28.2562,153.5778,,,,,,,,
ASN00058148,1420,0,0,1420,,,,,,-28.5276,153.1519,,,,,,,,
ASN00058158,430,0,0,430,,,,,,-28.3395,153.3809,,,,,,,,
ASN00058161,0,281,189,470,,,,,,-29.7583,153.0297,,,,,,,,
ASN00058162,0,0,0,0,,,,,,-28.7278,153.4622,,,,,,,,
ASN00058167,550,0,0,550,,,,,,-28.4147,153.3339,,,,,,,,
ASN00058180,480,0,0,480,,,,,,-28.6069,153.2083,,,,,,,,
ASN00058186,530,0,0,530,,,,,,-28.3283,153.4,,,,,,,,
ASN00058193,1375,0,0,1375,,,,,,-28.3538,153.293,,,,,,,,
ASN00058194,178,0,0,178,,,,,,-28.3811,152.7174,,,,,,,,
ASN00058198,4,279,235,518,,,,,,-28.8353,153.5585,,,,,,,,
ASN00058199,70,0,0,70,,,,,,-28.7364,153.1634,,,,,,,,
ASN00058201,70,0,0,70,,,,,,-28.7967,153.2386,,,,,,,,
ASN00058202,70,0,0,70,,,,,,-28.7406,153.075,,,,,,,,
ASN00058204,1240,0,0,1240,,,,,,-28.3217,153.3467,,,,,,,,
ASN00058206,50,0,0,50,,,,,,-28.7231,153.3614,,,,,,,,
ASN00058207,46,0,0,46,,,,,,-29.0374,152.8055,,,,,,,,
ASN00058208,112,286,194,592,,,,,,-28.8775,153.052,,,,,,,,
ASN00058212,0,271,224,495,,,,,,-29.183,153.3964,,,,,,,,
ASN00058214,122,273,202,597,,,,,,-28.8343,153.2616,,,,,,,,
ASN00058216,10,275,232,517,,,,,,-28.6399,153.6358,,,,,,,,
ASN00058222,0,0,0,0,,,,,,-29.7847,153.2639,,,,,,,,
ASN00059007,4,278,188,470,,,,,,-31.0711,152.7717,,,,,,,,
ASN00059032,0,0,0,0,,,,,,-30.7846,152.7071,,,,,,,,
ASN00059045,10,0,0,10,,,,,,-30.3614,152.4917,,,,,,,,
ASN00059054,8,0,0,8,,,,,,-30.05,152.9794,,,,,,,,
ASN00059122,50,0,0,50,,,,,,-30.8217,152.5067,,,,,,,,
ASN00059124,15,0,0,15,,,,,,-29.9806,152.7222,,,,,,,,
ASN00059128,50,0,0,50,,,,,,-30.9783,152.5106,,,,,,,,
ASN00059131,0,0,0,0,,,,,,-30.8796,152.6113,,,,,,,,
ASN00059138,80,0,0,80,,,,,,-30.6639,152.6528,,,,,,,,
ASN00059139,22,0,0,22,,,,,,-30.1014,153.0009,,,,,,,,
ASN00059140,84,223,157,464,,,,,,-30.3442,152.7187,,,,,,,,
ASN00060002,10,0,0,10,,,,,,-32.4129,152.2079,,,,,,,,
ASN00060013,56,0,0,56,,,,,,-32.1756,152.5089,,,,,,,,
ASN00060015,2,0,0,2,,,,,,-32.0063,151.9597,,,,,,,,
ASN00060021,14,0,0,14,,,,,,-32.0512,152.2598,,,,,,,,
ASN00060042,8,0,0,8,,,,,,-32.1532,151.9511,,,,,,,,
ASN00060052,6,0,0,6,,,,,,-31.2322,152.5906,,,,,,,,
ASN00060065,10,0,0,10,,,,,,-32.2942,152.3047,,,,,,,,
ASN00060067,6,0,0,6,,,,,,-31.2821,152.4315,,,,,,,,
ASN00060069,0,0,0,0,,,,,,-31.6167,151.9333,,,,,,,,
ASN00060085,96,279,190,565,,,,,,-31.3865,152.2482,,,,,,,,
ASN00060095,20,0,0,20,,,,,,-32.375,152.3808,,,,,,,,
ASN00060096,30,0,0,30,,,,,,-32.2583,152.1208,,,,,,,,
ASN00060099,0,0,0,0,,,,,,-32.4436,152.1561,,,,,,,,
ASN00060103,10,0,0,10,,,,,,-32.0641,152.1243,,,,,,,,
ASN00060104,0,0,0,0,,,,,,-31.4138,151.598,,,,,,,,
ASN00060116,16,0,0,16,,,,,,-31.4367,152.4633,,,,,,,,
ASN00060117,0,0,0,0,,,,,,-31.8833,152.15,,,,,,,,
ASN00060141,20,284,173,477,,,,,,-31.8896,152.512,,,,,,,,
ASN00060146,8,0,0,8,,,,,,-31.9572,152.585,,,,,,,,
ASN00060147,10,0,0,10,,,,,,-31.7361,152.3989,,,,,,,,
ASN00060148,20,0,0,20,,,,,,-32.1625,152.2614,,,,,,,,
